# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Nov 23 15:27:34 2023
#
# COLUMN kepid:          KepID
# COLUMN koi_name:       KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN pl_name:        Confirmed Name
#
kepid,koi_name,kepler_name,pl_name
8681833,K02865.01,Kepler-1372 b,Kepler-1372 b
4138951,K02866.01,Kepler-1373 b,Kepler-1373 b
8884274,K02868.01,Kepler-1374 b,Kepler-1374 b
7767162,K02869.01,Kepler-1375 b,Kepler-1375 b
7019524,K02877.01,Kepler-1376 b,Kepler-1376 b
9825174,K02880.01,Kepler-1377 b,Kepler-1377 b
5209845,K02883.01,Kepler-1378 b,Kepler-1378 b
6129524,K02886.01,Kepler-1379 b,Kepler-1379 b
7603200,K00314.03,Kepler-138 b,Kepler-138 b
7603200,K00314.01,Kepler-138 c,Kepler-138 c
7603200,K00314.02,Kepler-138 d,Kepler-138 d
7603200,,Kepler-138 e,Kepler-138 e
6937402,K02894.01,Kepler-1380 b,Kepler-1380 b
11129258,K02898.01,Kepler-1381 b,Kepler-1381 b
3969687,K02904.01,Kepler-1382 b,Kepler-1382 b
6716545,K02906.01,Kepler-1383 b,Kepler-1383 b
4483138,K02910.01,Kepler-1384 b,Kepler-1384 b
9693006,K02913.01,Kepler-1385 b,Kepler-1385 b
7090524,K02920.01,Kepler-1386 b,Kepler-1386 b
7609553,K02924.01,Kepler-1387 b,Kepler-1387 b
10122538,K02926.01,Kepler-1388 b,Kepler-1388 b
10122538,K02926.02,Kepler-1388 c,Kepler-1388 c
10122538,K02926.03,Kepler-1388 d,Kepler-1388 d
10122538,K02926.04,Kepler-1388 e,Kepler-1388 e
8611257,K02931.01,Kepler-1389 b,Kepler-1389 b
8008067,K00316.01,Kepler-139 b,Kepler-139 b
8008067,K00316.02,Kepler-139 c,Kepler-139 c
10880507,K02936.01,Kepler-1390 b,Kepler-1390 b
9838468,K02943.01,Kepler-1391 b,Kepler-1391 b
9642292,K02946.01,Kepler-1392 b,Kepler-1392 b
4991208,K02951.01,Kepler-1393 b,Kepler-1393 b
8801316,K02956.01,Kepler-1394 b,Kepler-1394 b
10471515,K02961.01,Kepler-1395 b,Kepler-1395 b
8760040,K02963.01,Kepler-1396 b,Kepler-1396 b
10098844,K02964.01,Kepler-1397 b,Kepler-1397 b
11090556,K02977.01,Kepler-1398 b,Kepler-1398 b
11090556,K02977.02,Kepler-1398 c,Kepler-1398 c
9468551,K02980.01,Kepler-1399 b,Kepler-1399 b
10264660,K00098.01,Kepler-14 b,Kepler-14 b
9881662,K00327.01,Kepler-140 b,Kepler-140 b
9881662,K00327.02,Kepler-140 c,Kepler-140 c
9076971,K02981.01,Kepler-1400 b,Kepler-1400 b
5520547,K02990.01,Kepler-1401 b,Kepler-1401 b
11244137,K02994.01,Kepler-1402 b,Kepler-1402 b
3848275,K02995.01,Kepler-1403 b,Kepler-1403 b
12021625,K02996.01,Kepler-1404 b,Kepler-1404 b
4175630,K02998.01,Kepler-1405 b,Kepler-1405 b
3852655,K03002.01,Kepler-1406 b,Kepler-1406 b
6103377,K03004.01,Kepler-1407 b,Kepler-1407 b
9070666,K03008.01,Kepler-1408 b,Kepler-1408 b
12405333,K03009.01,Kepler-1409 b,Kepler-1409 b
10552611,K00338.02,Kepler-141 b,Kepler-141 b
10552611,K00338.01,Kepler-141 c,Kepler-141 c
3642335,K03010.01,Kepler-1410 b,Kepler-1410 b
7347246,K03014.01,Kepler-1411 b,Kepler-1411 b
11403530,K03015.01,Kepler-1412 b,Kepler-1412 b
9716391,K03025.01,Kepler-1413 b,Kepler-1413 b
6929841,K03026.01,Kepler-1414 b,Kepler-1414 b
10585738,K03032.01,Kepler-1415 b,Kepler-1415 b
8051946,K03038.01,Kepler-1416 b,Kepler-1416 b
5445681,K03039.01,Kepler-1417 b,Kepler-1417 b
6263593,K03049.01,Kepler-1418 b,Kepler-1418 b
2716801,K03053.01,Kepler-1419 b,Kepler-1419 b
10982872,K00343.02,Kepler-142 b,Kepler-142 b
10982872,K00343.01,Kepler-142 c,Kepler-142 c
10982872,K00343.03,Kepler-142 d,Kepler-142 d
7216284,K03056.01,Kepler-1420 b,Kepler-1420 b
11019987,K03060.01,Kepler-1421 b,Kepler-1421 b
10924562,K03063.01,Kepler-1422 b,Kepler-1422 b
5865654,K03071.01,Kepler-1423 b,Kepler-1423 b
5096590,K03093.01,Kepler-1424 b,Kepler-1424 b
7455981,K03096.01,Kepler-1425 b,Kepler-1425 b
11508644,K03101.01,Kepler-1426 b,Kepler-1426 b
8895758,K03106.01,Kepler-1427 b,Kepler-1427 b
11572193,K03109.01,Kepler-1428 b,Kepler-1428 b
11285870,K03110.01,Kepler-1429 b,Kepler-1429 b
11521793,K00352.02,Kepler-143 b,Kepler-143 b
11521793,K00352.01,Kepler-143 c,Kepler-143 c
7676423,K03113.01,Kepler-1430 b,Kepler-1430 b
11714231,K03115.01,Kepler-1431 b,Kepler-1431 b
11720424,K03116.01,Kepler-1432 b,Kepler-1432 b
11499192,K03120.01,Kepler-1433 b,Kepler-1433 b
12416661,K03122.01,Kepler-1434 b,Kepler-1434 b
8751796,K03125.01,Kepler-1435 b,Kepler-1435 b
9907129,K03127.01,Kepler-1436 b,Kepler-1436 b
11455181,K03131.01,Kepler-1437 b,Kepler-1437 b
5440317,K03141.01,Kepler-1438 b,Kepler-1438 b
5688790,K03144.01,Kepler-1439 b,Kepler-1439 b
7175184,K00369.01,Kepler-144 b,Kepler-144 b
7175184,K00369.02,Kepler-144 c,Kepler-144 c
10908248,K03146.01,Kepler-1440 b,Kepler-1440 b
7534267,K03147.01,Kepler-1441 b,Kepler-1441 b
11189311,K03220.01,Kepler-1442 b,Kepler-1442 b
10057494,K03234.01,Kepler-1443 b,Kepler-1443 b
6587796,K03237.01,Kepler-1444 b,Kepler-1444 b
8073705,K03245.01,Kepler-1445 b,Kepler-1445 b
9885417,K03246.01,Kepler-1446 b,Kepler-1446 b
12156174,K03260.01,Kepler-1447 b,Kepler-1447 b
12055539,K03261.01,Kepler-1448 b,Kepler-1448 b
12056139,K03262.01,Kepler-1449 b,Kepler-1449 b
8494142,K00370.02,Kepler-145 b,Kepler-145 b
8494142,K00370.01,Kepler-145 c,Kepler-145 c
8826007,K03266.01,Kepler-1450 b,Kepler-1450 b
5280587,K03274.01,Kepler-1451 b,Kepler-1451 b
3120904,K03277.01,Kepler-1452 b,Kepler-1452 b
10653179,K03280.01,Kepler-1453 b,Kepler-1453 b
11177676,K03281.01,Kepler-1454 b,Kepler-1454 b
12066569,K03282.01,Kepler-1455 b,Kepler-1455 b
8016691,K03286.01,Kepler-1456 b,Kepler-1456 b
6584273,K03287.01,Kepler-1457 b,Kepler-1457 b
5768816,K03288.01,Kepler-1458 b,Kepler-1458 b
9447166,K03296.01,Kepler-1459 b,Kepler-1459 b
3656121,K00386.01,Kepler-146 b,Kepler-146 b
3656121,K00386.02,Kepler-146 c,Kepler-146 c
8151055,K03298.01,Kepler-1460 b,Kepler-1460 b
7510820,K03303.01,Kepler-1461 b,Kepler-1461 b
6880517,K03305.01,Kepler-1462 b,Kepler-1462 b
6615511,K03306.01,Kepler-1463 b,Kepler-1463 b
3632089,K03308.01,Kepler-1464 b,Kepler-1464 b
3632089,K03308.02,Kepler-1464 c,Kepler-1464 c
12735830,K03311.01,Kepler-1465 b,Kepler-1465 b
8554701,K03315.01,Kepler-1466 b,Kepler-1466 b
9031209,K03316.01,Kepler-1467 b,Kepler-1467 b
5965819,K03319.02,Kepler-1468 b,Kepler-1468 b
5965819,K03319.03,Kepler-1468 c,Kepler-1468 c
5965819,K03319.01,Kepler-1468 d,Kepler-1468 d
4271474,K03324.01,Kepler-1469 b,Kepler-1469 b
3942670,K00392.02,Kepler-147 b,Kepler-147 b
3942670,K00392.01,Kepler-147 c,Kepler-147 c
4736644,K03330.01,Kepler-1470 b,Kepler-1470 b
11810124,K03344.02,Kepler-1471 b,Kepler-1471 b
11810124,K03344.01,Kepler-1471 c,Kepler-1471 c
11303322,K03345.01,Kepler-1472 b,Kepler-1472 b
11241912,K03346.01,Kepler-1473 b,Kepler-1473 b
9349757,K03348.01,Kepler-1474 b,Kepler-1474 b
8636333,K03349.01,Kepler-1475 b,Kepler-1475 b
8081239,K03352.01,Kepler-1476 b,Kepler-1476 b
7091432,K03353.01,Kepler-1477 b,Kepler-1477 b
6368230,K03356.01,Kepler-1478 b,Kepler-1478 b
11651712,K03363.01,Kepler-1479 b,Kepler-1479 b
9946525,K00398.03,Kepler-148 b,Kepler-148 b
9946525,K00398.02,Kepler-148 c,Kepler-148 c
9946525,K00398.01,Kepler-148 d,Kepler-148 d
11455428,K03365.01,Kepler-1480 b,Kepler-1480 b
11657614,K03370.02,Kepler-1481 b,Kepler-1481 b
11125797,K03371.02,Kepler-1482 b,Kepler-1482 b
6705026,K03374.01,Kepler-1483 b,Kepler-1483 b
2995392,K03379.01,Kepler-1484 b,Kepler-1484 b
8644365,K03384.02,Kepler-1485 b,Kepler-1485 b
9085563,K03393.01,Kepler-1486 b,Kepler-1486 b
3561464,K03398.01,Kepler-1487 b,Kepler-1487 b
3561464,K03398.02,Kepler-1487 c,Kepler-1487 c
11754430,K03403.01,Kepler-1488 b,Kepler-1488 b
11754430,K03403.02,Kepler-1488 c,Kepler-1488 c
8409295,K03404.01,Kepler-1489 b,Kepler-1489 b
3217264,K00401.01,Kepler-149 b,Kepler-149 b
3217264,K00401.03,Kepler-149 c,Kepler-149 c
3217264,K00401.02,Kepler-149 d,Kepler-149 d
7131760,K03407.01,Kepler-1490 b,Kepler-1490 b
9285265,K03410.01,Kepler-1491 b,Kepler-1491 b
9285265,K03410.02,Kepler-1491 c,Kepler-1491 c
5780930,K03412.01,Kepler-1492 b,Kepler-1492 b
3433668,K03415.01,Kepler-1493 b,Kepler-1493 b
7503885,K03417.01,Kepler-1494 b,Kepler-1494 b
3629330,K03418.01,Kepler-1495 b,Kepler-1495 b
9027909,K03428.01,Kepler-1496 b,Kepler-1496 b
9230021,K03429.02,Kepler-1497 b,Kepler-1497 b
8738775,K03432.01,Kepler-1498 b,Kepler-1498 b
6265665,K03436.01,Kepler-1499 b,Kepler-1499 b
11359879,K00128.01,Kepler-15 b,Kepler-15 b
5351250,K00408.04,Kepler-150 b,Kepler-150 b
5351250,K00408.01,Kepler-150 c,Kepler-150 c
5351250,K00408.02,Kepler-150 d,Kepler-150 d
5351250,K00408.03,Kepler-150 e,Kepler-150 e
5351250,,Kepler-150 f,Kepler-150 f
4645174,K03437.01,Kepler-1500 b,Kepler-1500 b
6599975,K03438.01,Kepler-1501 b,Kepler-1501 b
4282191,K03439.01,Kepler-1502 b,Kepler-1502 b
7288306,K03443.01,Kepler-1503 b,Kepler-1503 b
11860395,K03445.01,Kepler-1504 b,Kepler-1504 b
6364582,K03456.01,Kepler-1505 b,Kepler-1505 b
6118370,K03458.01,Kepler-1506 b,Kepler-1506 b
9763612,K03465.01,Kepler-1507 b,Kepler-1507 b
5213404,K03468.01,Kepler-1508 b,Kepler-1508 b
9995771,K03470.02,Kepler-1509 b,Kepler-1509 b
5791986,K00413.01,Kepler-151 b,Kepler-151 b
5791986,K00413.02,Kepler-151 c,Kepler-151 c
10881457,K03484.01,Kepler-1510 b,Kepler-1510 b
7517261,K03496.01,Kepler-1511 b,Kepler-1511 b
8424002,K03497.01,Kepler-1512 b,Kepler-1512 b
4150804,K03678.01,Kepler-1513 b,Kepler-1513 b
4150804,,Kepler-1513 c,Kepler-1513 c
2581316,K03681.01,Kepler-1514 b,Kepler-1514 b
2581316,K03681.02,Kepler-1514 c,Kepler-1514 c
10795103,K03683.01,Kepler-1515 b,Kepler-1515 b
8494410,K03685.02,Kepler-1516 b,Kepler-1516 b
7515679,K03728.01,Kepler-1517 b,Kepler-1517 b
8780959,K03741.03,Kepler-1518 b,Kepler-1518 b
8780959,K03741.04,Kepler-1518 c,Kepler-1518 c
11518142,K03762.01,Kepler-1519 b,Kepler-1519 b
6508221,K00416.01,Kepler-152 b,Kepler-152 b
6508221,K00416.02,Kepler-152 c,Kepler-152 c
12557548,K03794.01,Kepler-1520 b,Kepler-1520 b
2581554,K03835.01,Kepler-1521 b,Kepler-1521 b
12784167,K03848.01,Kepler-1522 b,Kepler-1522 b
9353742,K03867.01,Kepler-1523 b,Kepler-1523 b
4472818,K03878.01,Kepler-1524 b,Kepler-1524 b
11760860,K03892.01,Kepler-1525 b,Kepler-1525 b
3728432,K03893.01,Kepler-1526 b,Kepler-1526 b
9480535,K03901.01,Kepler-1527 b,Kepler-1527 b
9761615,K03911.01,Kepler-1528 b,Kepler-1528 b
5784777,K03916.01,Kepler-1529 b,Kepler-1529 b
10843590,K00431.01,Kepler-153 b,Kepler-153 b
10843590,K00431.02,Kepler-153 c,Kepler-153 c
10788461,K03925.02,Kepler-1530 b,Kepler-1530 b
10788461,K03925.03,Kepler-1530 c,Kepler-1530 c
10788461,K03925.01,Kepler-1530 d,Kepler-1530 d
4242692,K03928.01,Kepler-1531 b,Kepler-1531 b
5895158,K03935.01,Kepler-1532 b,Kepler-1532 b
8636434,K03946.01,Kepler-1533 b,Kepler-1533 b
8030339,K03954.02,Kepler-1534 b,Kepler-1534 b
3732035,K03966.01,Kepler-1535 b,Kepler-1535 b
9280239,K03975.01,Kepler-1536 b,Kepler-1536 b
8036287,K03984.01,Kepler-1537 b,Kepler-1537 b
8934103,K04009.01,Kepler-1538 b,Kepler-1538 b
8282846,K04015.01,Kepler-1539 b,Kepler-1539 b
11709124,K00435.03,Kepler-154 b,Kepler-154 b
11709124,K00435.05,Kepler-154 c,Kepler-154 c
11709124,K00435.01,Kepler-154 d,Kepler-154 d
11709124,K00435.04,Kepler-154 e,Kepler-154 e
11709124,K00435.06,Kepler-154 f,Kepler-154 f
5938970,K04016.01,Kepler-1540 b,Kepler-1540 b
10714072,K04024.01,Kepler-1541 b,Kepler-1541 b
7100673,K04032.01,Kepler-1542 b,Kepler-1542 b
7100673,K04032.02,Kepler-1542 c,Kepler-1542 c
7100673,K04032.03,Kepler-1542 d,Kepler-1542 d
7100673,K04032.04,Kepler-1542 e,Kepler-1542 e
10089911,K04034.01,Kepler-1543 b,Kepler-1543 b
11415243,K04036.01,Kepler-1544 b,Kepler-1544 b
10360722,K04051.01,Kepler-1545 b,Kepler-1545 b
6226908,K04068.01,Kepler-1546 b,Kepler-1546 b
6755944,K04072.01,Kepler-1547 b,Kepler-1547 b
9455677,K04076.01,Kepler-1548 b,Kepler-1548 b
3937814,K04084.01,Kepler-1549 b,Kepler-1549 b
12302530,K00438.01,Kepler-155 b,Kepler-155 b
12302530,K00438.02,Kepler-155 c,Kepler-155 c
3103227,K04091.01,Kepler-1550 b,Kepler-1550 b
4850961,K04092.01,Kepler-1551 b,Kepler-1551 b
3747817,K04103.01,Kepler-1552 b,Kepler-1552 b
3955817,K04117.01,Kepler-1553 b,Kepler-1553 b
6349881,K04121.01,Kepler-1554 b,Kepler-1554 b
9272070,K04126.01,Kepler-1555 b,Kepler-1555 b
5088400,K04127.01,Kepler-1556 b,Kepler-1556 b
9956082,K04139.01,Kepler-1557 b,Kepler-1557 b
10000941,K04146.01,Kepler-1558 b,Kepler-1558 b
6607644,K04159.01,Kepler-1559 b,Kepler-1559 b
2438264,K00440.02,Kepler-156 b,Kepler-156 b
2438264,K00440.01,Kepler-156 c,Kepler-156 c
7610663,K04160.01,Kepler-1560 b,Kepler-1560 b
7838675,K04169.01,Kepler-1561 b,Kepler-1561 b
9897364,K04189.01,Kepler-1562 b,Kepler-1562 b
12505503,K04190.01,Kepler-1563 b,Kepler-1563 b
9828127,K04192.01,Kepler-1564 b,Kepler-1564 b
5644412,K04194.01,Kepler-1565 b,Kepler-1565 b
5340878,K04199.01,Kepler-1566 b,Kepler-1566 b
5084171,K04202.01,Kepler-1567 b,Kepler-1567 b
10593535,K04204.01,Kepler-1568 b,Kepler-1568 b
1724719,K04212.01,Kepler-1569 b,Kepler-1569 b
3745690,K00442.02,Kepler-157 b,Kepler-157 b
3745690,K00442.01,Kepler-157 c,Kepler-157 c
3745690,K00442.03,Kepler-157 d,Kepler-157 d
9366617,K04215.01,Kepler-1570 b,Kepler-1570 b
9183378,K04222.01,Kepler-1571 b,Kepler-1571 b
9872831,K04230.01,Kepler-1572 b,Kepler-1572 b
11509504,K04232.01,Kepler-1573 b,Kepler-1573 b
11611275,K04234.01,Kepler-1574 b,Kepler-1574 b
9285568,K04241.01,Kepler-1575 b,Kepler-1575 b
5177859,K04246.01,Kepler-1576 b,Kepler-1576 b
10407482,K04255.01,Kepler-1577 b,Kepler-1577 b
10526887,K04261.01,Kepler-1578 b,Kepler-1578 b
7826620,K04268.01,Kepler-1579 b,Kepler-1579 b
4633570,K00446.01,Kepler-158 b,Kepler-158 b
4633570,K00446.02,Kepler-158 c,Kepler-158 c
6026924,K04276.01,Kepler-1580 b,Kepler-1580 b
4548011,K04288.01,Kepler-1581 b,Kepler-1581 b
5868793,K04290.01,Kepler-1582 b,Kepler-1582 b
10063208,K04292.01,Kepler-1583 b,Kepler-1583 b
7596240,K04295.01,Kepler-1584 b,Kepler-1584 b
8507475,K04300.01,Kepler-1585 b,Kepler-1585 b
8773015,K04301.01,Kepler-1586 b,Kepler-1586 b
11612280,K04304.01,Kepler-1587 b,Kepler-1587 b
10722485,K04312.01,Kepler-1588 b,Kepler-1588 b
5371777,K04327.01,Kepler-1589 b,Kepler-1589 b
5640085,K00448.01,Kepler-159 b,Kepler-159 b
5640085,K00448.02,Kepler-159 c,Kepler-159 c
10730070,K04335.01,Kepler-1590 b,Kepler-1590 b
8573193,K04337.01,Kepler-1591 b,Kepler-1591 b
3244792,K04347.01,Kepler-1592 b,Kepler-1592 b
8459663,K04356.01,Kepler-1593 b,Kepler-1593 b
10669994,K04360.01,Kepler-1594 b,Kepler-1594 b
7427764,K04364.01,Kepler-1595 b,Kepler-1595 b
11444514,K04371.01,Kepler-1596 b,Kepler-1596 b
6937529,K04382.01,Kepler-1597 b,Kepler-1597 b
9883606,K04383.01,Kepler-1598 b,Kepler-1598 b
5860968,K04384.01,Kepler-1599 b,Kepler-1599 b
12644769,K01611.02,Kepler-16 b,Kepler-16 b
7269974,K00456.02,Kepler-160 b,Kepler-160 b
7269974,K00456.01,Kepler-160 c,Kepler-160 c
7269974,,Kepler-160 d,Kepler-160 d
3645438,K04385.02,Kepler-1600 b,Kepler-1600 b
3645438,K04385.01,Kepler-1600 c,Kepler-1600 c
2831055,K04400.01,Kepler-1601 b,Kepler-1601 b
5281113,K04411.01,Kepler-1602 b,Kepler-1602 b
7046035,K04424.01,Kepler-1603 b,Kepler-1603 b
8416523,K04441.01,Kepler-1604 b,Kepler-1604 b
10329196,K04446.01,Kepler-1605 b,Kepler-1605 b
7429240,K04450.01,Kepler-1606 b,Kepler-1606 b
7133294,K04473.01,Kepler-1607 b,Kepler-1607 b
4381429,K04474.01,Kepler-1608 b,Kepler-1608 b
4556468,K04491.01,Kepler-1609 b,Kepler-1609 b
7440748,K00457.01,Kepler-161 b,Kepler-161 b
7440748,K00457.02,Kepler-161 c,Kepler-161 c
9100953,K04500.01,Kepler-1610 b,Kepler-1610 b
9100953,K04500.02,Kepler-1610 c,Kepler-1610 c
11671579,K04510.01,Kepler-1611 b,Kepler-1611 b
9216775,K04513.01,Kepler-1612 b,Kepler-1612 b
7747457,K04561.01,Kepler-1613 b,Kepler-1613 b
11650401,K04566.01,Kepler-1614 b,Kepler-1614 b
6761777,K04571.01,Kepler-1615 b,Kepler-1615 b
9009036,K04585.01,Kepler-1616 b,Kepler-1616 b
9701962,K04617.01,Kepler-1617 b,Kepler-1617 b
9412623,K04640.01,Kepler-1618 b,Kepler-1618 b
8417078,K04693.01,Kepler-1619 b,Kepler-1619 b
7977197,K00459.02,Kepler-162 b,Kepler-162 b
7977197,K00459.01,Kepler-162 c,Kepler-162 c
10026502,K04706.01,Kepler-1620 b,Kepler-1620 b
8047428,K04747.01,Kepler-1621 b,Kepler-1621 b
10615440,K04765.01,Kepler-1622 b,Kepler-1622 b
4473613,K04803.01,Kepler-1623 b,Kepler-1623 b
1873513,K04928.01,Kepler-1624 b,Kepler-1624 b
4760478,K05084.01,Kepler-1625 b,Kepler-1625 b
5551240,K05178.01,Kepler-1626 b,Kepler-1626 b
6184894,K05245.01,Kepler-1627 b,Kepler-1627 b
7731281,K05416.01,Kepler-1628 b,Kepler-1628 b
7935997,K05447.02,Kepler-1629 b,Kepler-1629 b
10019643,K00471.02,Kepler-163 b,Kepler-163 b
10019643,K00471.01,Kepler-163 c,Kepler-163 c
7978202,K05454.01,Kepler-1630 b,Kepler-1630 b
8037038,K05466.01,Kepler-1631 b,Kepler-1631 b
8105398,K05475.01,Kepler-1632 b,Kepler-1632 b
8745553,K05568.01,Kepler-1633 b,Kepler-1633 b
8891684,K05581.01,Kepler-1634 b,Kepler-1634 b
9141355,K05622.01,Kepler-1635 b,Kepler-1635 b
9715631,K05706.01,Kepler-1636 b,Kepler-1636 b
10777591,K05827.01,Kepler-1637 b,Kepler-1637 b
11037818,K05856.01,Kepler-1638 b,Kepler-1638 b
11176166,K05875.01,Kepler-1639 b,Kepler-1639 b
10460984,K00474.04,Kepler-164 b,Kepler-164 b
10460984,K00474.01,Kepler-164 c,Kepler-164 c
10460984,K00474.02,Kepler-164 d,Kepler-164 d
10460984,K00474.03,Kepler-164 e,Kepler-164 e
5629353,K06132.02,Kepler-1640 b,Kepler-1640 b
6221385,K06145.01,Kepler-1641 b,Kepler-1641 b
6221385,K06145.02,Kepler-1641 c,Kepler-1641 c
7908367,K06166.01,Kepler-1642 b,Kepler-1642 b
7908367,K06166.02,Kepler-1642 c,Kepler-1642 c
8653134,K06186.01,Kepler-1643 b,Kepler-1643 b
10717220,K06228.01,Kepler-1644 b,Kepler-1644 b
10989274,K06233.01,Kepler-1645 b,Kepler-1645 b
7350067,K06863.01,Kepler-1646 b,Kepler-1646 b
5473556,,Kepler-1647 b,Kepler-1647 b
7917485,,Kepler-1648 b,KIC 7917485 b
6444896,K03138.01,Kepler-1649 b,Kepler-1649 b
6444896,K03138.02,Kepler-1649 c,Kepler-1649 c
10577994,K00475.01,Kepler-165 b,Kepler-165 b
10577994,K00475.02,Kepler-165 c,Kepler-165 c
7304449,K01702.01,Kepler-1650 b,Kepler-1650 b
10905746,K01725.01,Kepler-1651 b,Kepler-1651 b
11768142,K02626.01,Kepler-1652 b,Kepler-1652 b
5977470,K04550.01,Kepler-1653 b,Kepler-1653 b
8410697,,Kepler-1654 b,Kepler-1654 b
4141376,K00280.01,Kepler-1655 b,Kepler-1655 b
4815520,K00367.01,Kepler-1656 b,Kepler-1656 b
4815520,,Kepler-1656 c,Kepler-1656 c
9025971,K03680.01,Kepler-1657 b,KOI-3680 b
3861595,K00004.01,Kepler-1658 b,Kepler-1658 b
5474613,K01599.02,Kepler-1659 b,KOI-1599.02
5474613,K01599.01,Kepler-1659 c,KOI-1599.01
11192998,K00481.01,Kepler-166 b,Kepler-166 b
11192998,K00481.03,Kepler-166 c,Kepler-166 c
11192998,K00481.02,Kepler-166 d,Kepler-166 d
5095269,,Kepler-1660 b,KIC 5095269 b
6504534,,Kepler-1661 b,Kepler-1661 b
10005758,K01783.01,Kepler-1662 b,KOI-1783.01
10005758,K01783.02,Kepler-1662 c,KOI-1783.02
11187837,K00252.01,Kepler-1663 b,Kepler-1663 b
11394027,K00349.01,Kepler-1664 b,Kepler-1664 b
5786676,K00650.01,Kepler-1665 b,Kepler-1665 b
9605514,K00945.01,Kepler-1666 b,Kepler-1666 b
9605514,K00945.02,Kepler-1666 c,Kepler-1666 c
10713616,K01311.01,Kepler-1667 b,Kepler-1667 b
9480310,K01470.01,Kepler-1668 b,Kepler-1668 b
4770365,K01475.02,Kepler-1669 b,Kepler-1669 b
4770365,K01475.01,Kepler-1669 c,Kepler-1669 c
4770365,K01475.03,Kepler-1669 d,Kepler-1669 d
3239945,K00490.01,Kepler-167 b,Kepler-167 b
3239945,K00490.03,Kepler-167 c,Kepler-167 c
3239945,K00490.04,Kepler-167 d,Kepler-167 d
3239945,K00490.02,Kepler-167 e,Kepler-167 e
7522911,K01705.01,Kepler-1670 b,Kepler-1670 b
4365645,K01738.01,Kepler-1671 b,Kepler-1671 b
5124667,K01822.01,Kepler-1672 b,Kepler-1672 b
11126381,K01863.01,Kepler-1673 b,Kepler-1673 b
9030537,K01892.01,Kepler-1674 b,Kepler-1674 b
5770074,K01928.01,Kepler-1675 b,Kepler-1675 b
7810483,K01943.01,Kepler-1676 b,Kepler-1676 b
10094670,K01984.01,Kepler-1677 b,Kepler-1677 b
3239671,K02066.01,Kepler-1678 b,Kepler-1678 b
12017109,K02106.01,Kepler-1679 b,Kepler-1679 b
4757437,K00497.02,Kepler-168 b,Kepler-168 b
4757437,K00497.01,Kepler-168 c,Kepler-168 c
4857213,K02120.01,Kepler-1680 b,Kepler-1680 b
9661979,K02132.01,Kepler-1681 b,Kepler-1681 b
4473226,K02229.01,Kepler-1682 b,Kepler-1682 b
8321314,K02293.01,Kepler-1683 b,Kepler-1683 b
9654468,K02417.01,Kepler-1684 b,Kepler-1684 b
8110767,K02504.01,Kepler-1685 b,Kepler-1685 b
6605493,K02559.01,Kepler-1686 b,Kepler-1686 b
12156347,K02588.01,Kepler-1687 b,Kepler-1687 b
5953297,K02733.01,Kepler-1688 b,Kepler-1688 b
3545135,K02755.01,Kepler-1689 b,Kepler-1689 b
5689351,K00505.03,Kepler-169 b,Kepler-169 b
5689351,K00505.02,Kepler-169 c,Kepler-169 c
5689351,K00505.04,Kepler-169 d,Kepler-169 d
5689351,K00505.01,Kepler-169 e,Kepler-169 e
5689351,K00505.05,Kepler-169 f,Kepler-169 f
6432345,K02757.01,Kepler-1690 b,Kepler-1690 b
5775129,K02802.01,Kepler-1691 b,Kepler-1691 b
10064256,K02849.01,Kepler-1692 b,Kepler-1692 b
10793172,K02871.01,Kepler-1693 b,Kepler-1693 b
10793172,K02871.02,Kepler-1693 c,Kepler-1693 c
5106313,K02878.01,Kepler-1694 b,Kepler-1694 b
9714550,K03048.01,Kepler-1695 b,Kepler-1695 b
6619815,K03361.01,Kepler-1696 b,Kepler-1696 b
7742408,K03478.01,Kepler-1697 b,Kepler-1697 b
4164922,K03864.01,Kepler-1698 b,Kepler-1698 b
11244682,K03933.01,Kepler-1699 b,Kepler-1699 b
10619192,K00203.01,Kepler-17 b,Kepler-17 b
6266741,K00508.01,Kepler-170 b,Kepler-170 b
6266741,K00508.02,Kepler-170 c,Kepler-170 c
9009953,K04014.01,Kepler-1700 b,Kepler-1700 b
6428794,K04054.01,Kepler-1701 b,Kepler-1701 b
8480582,K04386.01,Kepler-1702 b,Kepler-1702 b
6368175,K03503.01,Kepler-1703 b,KOI-3503 b
6368175,K03503.02,Kepler-1703 c,KOI-3503 c
12356617,K00375.01,Kepler-1704 b,Kepler-1704 b
8397947,K04772.02,Kepler-1705 b,Kepler-1705 b
8397947,,Kepler-1705 c,Kepler-1705 c
10068024,,Kepler-1706 b,KIC 10068024 b
5479689,,Kepler-1707 b,KIC 5479689 b
7906827,,Kepler-1708 b,Kepler-1708 b
7941200,K00092.01,Kepler-1709 b,Kepler-1709 b
6381846,K00509.01,Kepler-171 b,Kepler-171 b
6381846,K00509.02,Kepler-171 c,Kepler-171 c
6381846,K00509.03,Kepler-171 d,Kepler-171 d
2444412,K00103.01,Kepler-1710 b,Kepler-1710 b
6803202,K00177.01,Kepler-1711 b,Kepler-1711 b
11852982,K00247.01,Kepler-1712 b,Kepler-1712 b
7670943,K00269.01,Kepler-1713 b,Kepler-1713 b
9592705,K00288.01,Kepler-1714 b,Kepler-1714 b
